10000$3$17$
ID|2|6|1$Nombre|1|5|0$Edad|2|2|0$
329026|nb+>X|46|
985811|a@0('|50|
846150|%x+K/|17|
470224|r5bxD|34|
840341|4US?9|68|
693153|-f4*B|74|
139408|IvxOq|17|
609776|<4&Jd|78|
035462|*.Y>c|22|
981183|}BWFD|57|
122877|#f}L^|96|
981537|kShCh|18|
089163|NYgr#|80|
371120|gj,"H|97|
691222|m&ypl|85|
085754|gI,n{|10|
746328|"d=jY|21|
111018|]I-`P|47|
417888|x8,gX|62|
618767|aWNJ"|66|
931434| jh#j|06|
054267|`/h?r|29|
796213|D0}?b|11|
119690|VM89&|32|
903199|BvTCb|48|
856912|hziJ+|69|
983257|:J@xt|71|
959991|reveN|44|
001240|oL:3^|78|
696628|\bRF_|72|
931623|&-2ZX|03|
997791|h.*ws|68|
009450|^Lxi4|34|
246752|r>oj=|73|
770625|{7@>E|32|
583731|9'P#P|56|
951978|_]t?E|23|
472412|Z%Ch^|50|
385679|{-$5E|56|
569983|j2N%T|88|
677104|&uYen|15|
565823|OZK+`|04|
021046|ZX!q"|33|
696676|Gc[M1|26|
664714|e`0kq|05|
759125|ao03K|35|
346342|-"$#t|17|
246472|vD{YC|60|
609694|UV0V8|79|
603198|,`M)Q|23|
847446|}*1F,|81|
687222|=UZ5y|47|
665805|Yi30A|12|
350172|s!F!a|45|
451815|O(aN3|54|
780002|YDZvy|23|
232308|0FSi1|16|
502875|lF{aG|70|
603689|EnDt2|17|
929162|_PnU0|41|
672931|+81U^|56|
154785|+gV3/|60|
316664|qi/Rs|09|
504184|'1B#{|62|
414308|-3ARK|35|
870201|ESdjV|51|
252609|"G0/2|79|
637347|'IEIt|81|
041744|-5@TI|95|
408196|0jKpZ|88|
635652|2%2NL|88|
080079|y7@<z|09|
003931|,hgS |79|
088637|c[K/G|83|
784895|#_xPd|62|
033446|Lh^a;|04|
521908|8<;^&|67|
852170|@{W%Y|93|
112655|#RP@3|02|
452744|3p-yt|69|
031539|2A3d]|38|
450844| Cr@\|26|
995590|7k1T?|99|
781087|lH=;T|22|
606888|ekI3/|26|
148511|(aW(@|26|
001259|{4E6!|46|
010788|ZS7H7|07|
430887|l;5m)|07|
743344|RW5ZT|14|
488963|uTbs$|23|
143935|?5Lyh|99|
625517|"TB*p|84|
365003|ySyMF|06|
809513|{8Br)|50|
076283|GcIgx|95|
706122|}tB!e|48|
278779|WX>l-|81|
303573|T}xkQ|15|
201363|tw{Xw|17|
751967|-r?,%|33|
506789|jbl]<|02|
687923|d5":N|82|
264249|<m"Lg|10|
651600|z{{),|09|
203550|KTw7R|60|
787128|+b[o4|99|
997247|btL:}|60|
636329|f>C{V|97|
219308|cxr0h|49|
067918|=CrH(|02|
069265|VIxTY|60|
900873|Yd.A$|83|
941638|[r{Z(|56|
948294|q3hJW|11|
713892|yIakr|69|
178935|N=L)#|14|
380810|'.@{<|46|
326188|_dyRx|47|
264980|k\F"'|29|
409951|zdJd=|99|
496337|@Sma{|48|
946124|:$nyi|99|
672127|}O;jG|31|
414962|Oj1ej|03|
948635|)nTcD|23|
339548|[m\ur|89|
380844|]8/\#|82|
357116|K-jz3|95|
009665|}rbBc|76|
930197|C[h e|22|
968486|Ys>RH|06|
746296|K4H2\|42|
936822|oeE+Y|39|
265095|XA+{9|43|
321974|:UJ/e|42|
185607|/lGt=|19|
759313|5?Q@&|75|
221993|y<OTx|86|
174851|Mi?g@|37|
013786|A*sP2|52|
441741|Oa&d"|41|
782143|B&l=C|81|
947717|W35&{|98|
498565|YZ;zd|00|
301647|v<db}|46|
373294|!]%]d|30|
666836|CeDz5|27|
609630|3I_(%|02|
347613|%`B8{|52|
636620|{rx8Q|56|
840553|QH-t/|99|
839552|DFbr,|81|
567942|1YUQU|67|
620253|S!;j/|39|
326828|{iON3|27|
592449|]d'=G|88|
982875|S/b %|25|
766745|ZgV0$|75|
317966|4CoK.|80|
385505|BSt;:|08|
739146|ah@63|92|
648986|8q$sZ|34|
724103|_ho/-|68|
812566|U=owp|78|
358978|, C)$|51|
073341|7#pjt|64|
119591|kj:Ln|67|
319631|{(Qm_|20|
971036|QDQx^|92|
073489|bs]6v|15|
510352|(_7se|41|
086151|pvR):|83|
381984|yHyg(|36|
376695|g\ eQ|71|
313687|cbSk]|86|
664113|_=XQP|99|
824892|jLSf0|98|
723077|96L"r|12|
624749|_`!DD|80|
204233|>AH}x|63|
834540|JJ,Q2|09|
246461|C/$\E|14|
287124|SR{44|66|
805214|sm&3J|98|
092716|^kbEQ|88|
879082|djKCy|85|
268659|[;50m|60|
700871|>e93n|37|
514054|:*X41|78|
511315|}`k}L|44|
783188|b=]?X|34|
350847|b@J"'|56|
608039|uYuK}|15|
289012|KAoJ#|77|
595085|jK'Ni|72|
254891|]rr[N|61|
716463|VsHgh|95|
418689|$DKO!|28|
806203|?5x+{|61|
196413|"!b_/|46|
711127|]KP5@|93|
070623|EThIy|13|
746278|6kIU#|21|
518736|:xU<y|57|
264237|*,n#q|55|
529603|NVls,|38|
269786|A'RXr|97|
247143|1t,Kn|33|
325593|%Q;I]|95|
757606|Pf!:>|35|
103709|K_M(f|11|
170348|[R,lH|24|
731202|ROWW"|26|
461542|y:if"|10|
042136|[tLBU|45|
828316|>QG5?|09|
866953|hAqV,|51|
639580|/YLD/|75|
509620|L$c)4|07|
136393|iF1Cw|26|
023692|9G2=h|53|
143249|uj?@`|56|
140364|o%G=C|94|
041092|q=G]}|47|
722032|wMuLu|75|
458269|yH4pO|52|
925318|1B3"a|20|
331998|A"<4Y|80|
545539|X?Jkl|49|
391285|} Xyb|25|
821411|3]:^!|65|
601437|{w=Y5|29|
495268|nY7bx|31|
318886|#X?<r|78|
262265|W=?&z|59|
881923|7vbO+|99|
783151|@0OJj|78|
440584|  4#X|46|
574930|M$-@[|24|
307066|W[G*m|53|
441745|xF :W|19|
426686|CR/CR|97|
531865|FM=/k|42|
804469|b32;n|29|
418809|xeUr-|55|
672347| AIC/|60|
353433|{RJC;|45|
013009|CMX'`|70|
694397|k`>ea|13|
401933|*eX+B|18|
550930|QvQhd|13|
842625|<:6_$|65|
140998|du_kq|54|
180804|n/by0|70|
196540|RZ*?m|86|
885047|SIk+d|07|
931776|$.)h@|70|
115234|M$D>N|28|
330975|xysgU|37|
707402|D1f4[|23|
602379|[pF_;|31|
712013|uSUDr|90|
061200|\r7Vm|42|
119591|E`bi-|96|
939749|$SY__|37|
849868|zjZqY|33|
347462|Ma6+V|90|
221596|Et=jp|33|
693856| ;o$n|38|
327374|PetfQ|28|
215662|-b.tE|90|
980914|{.:]?|49|
726683|1/;Kd|01|
691056|UqjAY|76|
507653|F3}m1|43|
490272|pl"nz|48|
760047|;I2gX|74|
227722|?1d0>|12|
655497|3MZt`|18|
203895|q#cco|57|
903365|(WpC#|95|
481226|u)[PT|79|
789454|rHMBu|54|
798156|q:{ W|23|
391665|I{)kp|47|
240268|s:q&C|44|
709465|wEm(m|71|
135482| {bqQ|41|
029171|*v-m1|72|
001494|=K'2"|58|
093308|_bEY)|93|
287779|wlG3i|51|
332629|VZN`m|89|
286424| GF=/|33|
093425|1aWpE|59|
215681|ONbb<|73|
914425|A&8wa|07|
423255|PxEj\|02|
544589|kUH89|51|
518726|x:pch|20|
665783|&PYaV|67|
710866|SJP?E|53|
359521|=Sh*+|28|
780074|^4frN|60|
678862|9c;YO|58|
075751|A>3uh|43|
316430|IK\f |66|
945944|+sh%C|19|
509580|-_lFD|91|
317630|/ sQX|02|
890898|B(4lm|32|
194128|mmay{|91|
823180|A8NNx|06|
813477|XFg$`|92|
410951|: S\B|81|
744780|10;!9|34|
215850|Q}j.8|95|
405334|LqC@S|22|
694450|5$yi%|54|
577852|alHs8|93|
955448|k7F>Q|80|
201170|%gDQ[|68|
492731|00R`5|87|
339175|TRI7@|12|
408136|r-V__|82|
258733|2Ke74|11|
260430|+Iu<Z|47|
316800|+Mc_!|07|
549592|[=YiJ|65|
675942|+Jc=u|82|
767654|E+rQU|98|
969845|1i'<8|24|
491447|Sy/J8|20|
538759|}6y*`|80|
963660|qDR8P|99|
738851|'MrRR|45|
007278|k"AZ{|16|
586857|PopO'|22|
751939|gfWZ-|66|
722136|wm4:V|36|
449010|*Xv1Z|65|
663924|q?I]0|49|
358052|7C>:,|43|
975236|9=?LF|13|
015750|81nC%|52|
082288|yUvmt|45|
053958|'31XV|07|
458733|b`%7 |94|
574327|`geyy|41|
148336|:Wb6.|41|
291577|?R'`e|98|
675200|X#I<d|07|
866004| cS`M|61|
423049|b,i{d|14|
758350|.ESM3|15|
645805|5I mM|43|
252191|MN5M4|79|
601525|a@[_L|64|
434613|L0ruo|43|
798080|?r*T>|44|
613149|'m$T>|88|
604397|RYfO5|49|
556414|{&mJ6|43|
653657|By!a)|75|
053831|aO0h?|72|
828918|w$uK]|90|
908222|rWFp]|15|
352196|0g3l{|94|
411713|'t"i_|28|
984613|:`H3e|51|
151408|^S0S-|18|
173831|&BQPE|36|
355496|Ch)J^|57|
721987|Zq%tn|37|
732356|UB>52|95|
759990|?A}_}|04|
247362|^j&#U|20|
421502|O+9E}|42|
042724|mAz^d|96|
770423|viNQG|91|
041178|`T4A@|03|
541104|1;H{F|48|
823816|_<xhx|24|
282404|x1.,6|46|
950513|]EEZy|36|
663439|Ve[#"|54|
607776|bhC^@|85|
203134|:4G4E|19|
189052|uM9or|09|
227003|*ob`V|89|
865847|rEdpI|69|
653426|&`5@t|52|
223121|Ug1g6|91|
393968|*`%Nk|65|
197048|]B0Q$|24|
668419|MS0SO|59|
470506|`q!QZ|52|
515362|p3rzs|53|
481607|`6uYY|07|
787568|]k&FZ|86|
684876|,KF(>|61|
207611|x/tjC|56|
254344|88g5h|11|
252722|C<Q"*|31|
336171|dCy,n|81|
783958|.>*(M|48|
650492|p>0Ep|92|
038410|[s :1|75|
851001|U^<V#|19|
725028|-r3;L|13|
859935|yqk(K|68|
600731|Xvw5k|25|
234395|8!(n_|20|
272990|}uD,%|61|
733088|kJ'#W|55|
204753|%-.]?|29|
720428|,:wD;|72|
867918|7`t6r|31|
643730|3H&!s|46|
156356|LWIkd|97|
857652|%xXKN|56|
104955|jnZ#j|34|
116221|xAuH&|74|
378057|5F#a}|74|
560747|cY5$m|32|
936317|=vZ)"|98|
161044|(=y#x|21|
242249|:oJO7|71|
600577|P585n|75|
283041|]q$z%|82|
773828|Ae"J$|42|
747433|8oNSz|92|
456922|3GQ}\|75|
025150|fm#Ez|01|
557491|";{]"|44|
767957|@8,s)|76|
678288|%TfR7|62|
680405|sY;[b|46|
636260|__x{z|23|
538498|9K sc|50|
342940|(gLGW|91|
147913|+?" 4|73|
554194|w[NXV|58|
823899|mtK([|57|
773937|[X"c[|58|
194951|NS\Yr|35|
226096|C8(<0|48|
682926|f;!o1|26|
512303|(4Kc(|19|
399791|cQpM'|58|
446443|5c9X8|33|
076582|b3@dN|85|
044188|y*i$>|32|
439901|F}LEk|38|
930252|r]QCB|38|
254700|ta.Xu|91|
259871|_,1u6|02|
833671|TM86f|21|
627571|mYj{8|23|
631805|uDY''|39|
808638|8R;4y|72|
007171|1bZ"K|18|
207240|N/0=i|40|
634887|=SvNw|01|
353818|;:8m)|69|
501141|$UbO9|54|
162297|!M@O\|54|
614288|af];;|71|
500189|O(Aj]|63|
966359|fb3&9|13|
869775|SP]n9|15|
682135|1OasQ|03|
736448|l2y=U|97|
185725|429zu|38|
503486|0]q}I|86|
916657|bib0T|20|
952703|'=O0O|92|
929593|&=-Tj|56|
572816|{b(G[|16|
459697|'fj%l|51|
889023|B1TdN|81|
192650|9&]Z]|14|
194304|I"{`d|27|
543194|B;kI$|97|
977436|,B NS|38|
719724|=tDW6|70|
023953|sD]YG|82|
304959|-`_O{|48|
523688|;@}Gb|37|
043118|R)`o}|21|
290348|OEuEi|63|
605858|21U@-|27|
272963|+9@`Y|29|
413194|Xrp,{|58|
659029|7s`fT|83|
874217|@Halt|49|
705714|#&TH?|82|
528641|5%%mw|51|
887887|0ILaY|46|
034170|/<-i |15|
675774|0D"4J|66|
354444|%"W:'|24|
589913|:SXe9|21|
747142|.%.=A|52|
445479|\a{lA|93|
899882|'pO,r|16|
622339|6ejPT|09|
300243|m"z{'|02|
637541|c6x[w|77|
173487|Tt"["|01|
475762|1YKGZ|57|
132551|1Le:h|85|
259176|,A)oX|89|
031738|Q4K(*|99|
230675|G:#X0|90|
073153|jVh7$|03|
993052|m2@yT|97|
622726|."ly6|41|
668533|Z#=#=|46|
093297|M+2Ta|07|
185615|!fYn5|47|
109499|%x+Mz|41|
184106|2gfmj|01|
321658|)_$q&|58|
986445|#g4%P|80|
934159|eYyjT|36|
672227|jT{9=|25|
650084|C>NL:|50|
947311|@?"D(|69|
982321|r[Xs6|43|
225463|&0Nq |24|
029364|Wehz&|94|
423386|@'>zF|54|
246508|N-%]h|14|
257744|;gN[3|98|
610076|Md0&L|40|
515446|RM;.T|83|
631630|z5!dC|20|
187229|G:v{>|82|
903812|k^^;E|81|
968015|q?4_l|99|
318101|BDM>s|70|
870617|R+b6E|72|
460336|}<Dk{|89|
729848|\J9O%|29|
698472|r8S6v|56|
325139|l'0@2|06|
646420|qi'q'|57|
120736|>&Vzj|51|
795459|pY1 q|56|
592572|jWAr^|23|
513360|,`A}e|42|
612946|lI@Gj|70|
069509|VhEb]|52|
965254|jq5Vd|42|
522978|^D5j@|72|
736461|':2/c|42|
191794|Oe6BO|25|
372312|.gixt|46|
547671|Zpk:P|40|
687378|pXF3.|00|
210583|.`5]G|85|
823137|v\B@`|69|
054811|Va\Mm|35|
917033|@fDLZ|52|
528096|i^?wZ|12|
917522|$V.6N|62|
021801|0MH#J|98|
647626|9%msk|23|
341508|H}>Mw|87|
795144|TMRr?|78|
644744|nf{:O|09|
564645|y;C5A|35|
439322|HFfp`|38|
266197|s}!cg|60|
774735|(P{2S|77|
037655|$u@ 2|24|
632835|mwY8Y|92|
232474|;b 1{|65|
759520|e+hm\|40|
965860|1{%5.|67|
800609|[E JX|54|
223664|4R]OP|63|
321752|N4-5@|85|
583897|8w[I0|24|
124798|?[Jz=|04|
856576|uZ_+.|32|
188589|_7-/K|70|
764551|ke ?^|57|
220048|+-}Jh|07|
671804|'I(}@|73|
674358|NAUIX|93|
426585|@9TG;|36|
096085|5!k@.|32|
603568|v%2:i|05|
674411|+XwY6|21|
324367|*N4J#|88|
634094|>ruTs|64|
025038|#%{5*|31|
234267|/ $:Y|52|
259128|+gO5Q|99|
942668|T#*/u|93|
017185|j9s)>|34|
514440|c<nrV|38|
419267|K,YVs|42|
219728|`Ch7F|62|
323616|=/ECH|80|
932870|#ajf9|70|
841816|oi?=1|30|
342405|AX{#7|85|
973524|]sz6$|45|
199075|gLAj/|60|
411020|H>b9C|24|
171302|oR"2G|97|
767855|x;jX0|72|
078786|Ox 8F|11|
163958|oip9D|18|
045756|#.yra|23|
320214|DPV>k|54|
326670|8x=gr|71|
701435|Tx?_ |75|
961524|D!#a0|44|
043306|-O\k!|94|
771149|m,rA'|81|
905352|5$E&{|32|
257573|8Kzvf|31|
076274|2Q2Y<|52|
228006|=YBFe|80|
796705|(a->!|96|
654482|9(ERm|53|
814268|Vt&$a|74|
521670|}]ZW8|36|
742367|94=B1|82|
596750|2mZfu|87|
421662|e] Wm|77|
610383|QsojR|34|
069745|&JwZy|90|
592774|F64s%|08|
181225|7+18$|21|
828817|.R"_H|06|
920825|6Z+W@|40|
308415|UnK{&|17|
880445|Fihw0|61|
775347|O,<]_|16|
765570|Cf?Y\|70|
974700|}$ETr|08|
403464|5k_[p|83|
676482|#D!lk|97|
378051|L1%o4|68|
385158|p+wo/|26|
272082|$eN9l|60|
027150|ys 8T|65|
873306|ArQ)?|30|
508226|SPxF[|95|
785621|'fM+g|54|
163138|o.*j=|76|
213646|q_*4S|61|
195207|r#QbT|22|
031088|1Yu8[|65|
408627|D]WPk|09|
109378|DA[8"|81|
544428|o3@d6|25|
475134|jY(8O|83|
003754|,^dkW|03|
997159|^U/%2|66|
740911|O(?@;|79|
664994|k)$r{|50|
587790|g`2t@|30|
866515|4PTrA|63|
010673|SjP$r|76|
985601|I'!6J|76|
517736|IfP2H|75|
327084|%uY9a|25|
922875|$/'Xy|85|
922622|)}WlA|71|
600304|k5cP7|19|
579345|`NA!`|33|
964654|CFaHo|82|
732826|&v4I1|24|
916973|R{VZL|19|
724434|c&+_U|61|
355310|7 6Z`|98|
623266|l8Zr0|41|
073170|\wU00|73|
017120|\{3[%|86|
050447|tA9-[|26|
293541|X \F8|52|
414792|cCrAV|10|
048731|f-r^,|59|
776862|Ky/AW|18|
296496|NNk(N|49|
792398|#{%fA|09|
303689|xwtz'|24|
313321|ME3x[|96|
047485|N&%{o|74|
385761|YVo\n|54|
480966|1DME=|28|
958384|^{S-D|44|
064971|;^\i |41|
659119|o*DKz|92|
671237|jzh7@|63|
108247|x1;rJ|40|
264862|*,]Ej|42|
584460|jSM\w|12|
830329|s^L_Z|74|
300969|7$pKO|51|
382107|yQu%]|55|
340578|IG056|70|
742301|0(P%"|49|
659045|vi4Im|34|
244280|YMjT |57|
962294|wRZB5|63|
395743|f;!2]|27|
851761|y&Rq,|72|
690915|5(gnU|83|
105437|oQUh?|55|
395780|oRTW)|73|
087699|f\<a}|19|
882737|E-Ht6|47|
532411|k!FwR|31|
936995|qb^bQ|04|
525873|Z?@C7|85|
974122|P>1uK|11|
258646|a'mi(|09|
452620|Zfygd|95|
526560|QC=Hb|58|
858391|6qGf1|73|
850324|vN"ZU|83|
879755|wZ]m\|42|
216871|\h?0-|68|
964854|,VyBc|10|
742964|t7X)f|62|
765235|We^Q[|17|
420880|SK325|38|
707394|]KP%=|97|
139153|#)A3A|10|
770522|)p;zX|51|
020455|OR*% |43|
999029|OFIH-|27|
141693|J`Jg%|16|
545537|FhSiZ|21|
655640|N@O:/|35|
819225|I3F4s|81|
015543|"&Ff"|35|
605378|'ygh}|26|
854451|s{;^X|39|
717692|g`S2/|75|
300520|$&?@F|04|
558461|b/s%D|58|
029225|Ch]R"|20|
988910|Z!,C{|71|
859543|-0QLP|31|
430646|2/1t>|50|
592350|b8?A#|56|
331745|%3(y4|10|
554838|2JIZt|00|
013300|aC0sR|58|
674936|pbVn7|65|
856607|:tAY)|61|
214008|W3.jw|83|
960156|n)hkM|06|
648086|!V".U|12|
662202|lPJBF|67|
787231|iP'Bc|89|
636072|](*gK|36|
143528|xCPz5|41|
984550|j-Br]|66|
898310|?sg*_|84|
274285|E%1>G|86|
068885|/J1))|31|
021295|?6cE^|50|
116404|=JjwZ|60|
433583|;^&zd|26|
584822|GnuVT|72|
003660|^&;}<|53|
706898|z]xTC|73|
029913|}oj;O|17|
672581|5E(wO|63|
288451|%BecH|19|
133938| rC7Q|43|
380699|0XT0I|12|
645917|yg8JH|54|
648161|3tI9R|76|
219086|6#76u|14|
493905|bMns(|20|
516977|k;&">|92|
023901|#5F6+|79|
792011|]Vhss|27|
569247|'u/iD|09|
993482|f^9n5|53|
916626|SxYV/|94|
881059|:Gr39|72|
422814|/w#6*|66|
352549|OL6QF|91|
250595|[oN0%|53|
989647|4_Fh)|80|
224799|B3YQ,|26|
240067|7+?"q|49|
462287|9&Kt1|05|
348386|6X]d:|43|
918934|CZeem|98|
785893|ySVL^|29|
352146|Q">jC|17|
233454|T V'X|78|
371121|rUVQ1|93|
515275| 4(6#|80|
598362|a,MN.|95|
229128|QpPB,|26|
062973| X6s0|54|
802002|[`y\0|49|
778430|3{p0*|05|
332850|R,4&8|12|
854484|^B-_7|03|
064358|afP>H|42|
727666|ri*'g|93|
458371|-Vuz}|51|
649318|7_ v=|59|
186111|TjG7l|81|
883782|P_(DK|97|
335943|Nd{v<|39|
150584|;TJmO|04|
886837|mqr]]|21|
895993|fN#8J|75|
944913|1r*yr|75|
425371|1R;f)|57|
414005|rKpa>|42|
903545|8;l &|65|
232992|jP1{_|66|
108602|Sy@ M|29|
824229|p]re*|29|
886656|ce?{#|91|
113203|CRi/%|05|
910010| SXSN|38|
067928|7,W*i|95|
262059|/Lmr4|21|
715439|Qp\t_|42|
030405| Ee 4|79|
750377|{nC5z|66|
527485|!bJJ0|16|
461113|^}d1+|99|
206129|j'`jf|01|
665576|zWZ4a|63|
846749|]6ix4|83|
336206|^%9?>|76|
818266|Jw.6 |82|
926905|"l)8_|39|
568266|Bcu;5|02|
874107|IfsC'|37|
481960|FIOp\|75|
150680|\#Ex+|71|
450286|j4^H3|19|
130451|H(4-n|28|
724067|uSO=8|58|
992699|t3RlQ|17|
135694|vbx}w|84|
640789|F}-+'|03|
472762|1!%)n|13|
077526|(+,8Y|58|
657830|,-(>p|56|
483743|%J!KJ|78|
678914|k%E}'|10|
852270|uU>:a|26|
247944|Vx/b(|51|
716048|4*ZST|29|
850398|:?-BD|42|
970857|K8}]n|79|
546459|QX!)R|78|
190491|tb]*l|35|
536753|\J4wi|65|
328081|0svuG|21|
219380|7$#$\|43|
999105|1ON'M|40|
524262|;{E4H|67|
024891|36{]E|66|
550941|mA_&E|13|
376173|>$ROm|31|
585074|=e>rb|52|
873826|,YOZp|41|
784133|7]D&:|00|
185209|z?R:]|64|
659099|L]u%D|10|
240626|)6"O+|22|
127621|{U_O5|33|
030203|iE8! |46|
378503|]GZF&|28|
043065|e>_*n|96|
332461|yPe3'|42|
890284|Vem\G|52|
655045|aHO[o|03|
405957|23hwk|18|
897695|[HvW4|91|
850162|;?h.A|37|
734764|$y}eD|58|
424668|50_aC|04|
958374|K0w(r|30|
020575|(i!]E|87|
882427|"C-&>|53|
448231|{[J4k|77|
755741|K+(v;|37|
212346|IG6QM|11|
839821|.=80z|44|
040866|TSWSJ|97|
995073|RI49n|30|
186959|,XeU!|79|
282591|hiTv(|12|
134948|>Nrr#|64|
956277|hiJ<N|17|
137069|?7<e+|85|
545692|GUy1@|47|
682512|brL"B|79|
552700|F)XJr|32|
643952|C9Wbk|53|
536083|v2;?g|59|
548707|C<uA0|83|
778557|S:T5C|40|
362265|8Lau"|42|
931729|mIXeu|87|
371363|yF.>c|41|
495046|s8?bS|65|
542539|v#XJj|73|
987541|lo6[T|34|
176118|L:9Gz|03|
056825|_"{o;|79|
926683|*2g"P|79|
958387|V3*^>|03|
943119|se3A;|71|
860004|80%wM|05|
551182|hZrr(|41|
231032|rRwJe|52|
777258|&y_5`|67|
709392|{vt6B|77|
015817|oRhYH|70|
579407|Qmx_[|63|
037356|]1P},|44|
620456|)u&A)|96|
805827|KKV=:|48|
312960|bR6OA|12|
764963|}WW\%|85|
016789|K++n<|45|
853567|EG>q.|43|
276344|HQ\G&|76|
209582|aX]z2|68|
622442|7ti{;|80|
787265|XA }$|31|
840812|3PVu=|13|
953216|]]QA8|96|
876399|daL7q|25|
344429|HH$"i|79|
354132|nxb=J|05|
933958|#&Sa}|26|
450076|QjuQg|69|
903088|Z1 %Y|64|
654019|^]whW|00|
914945|=3<AS|31|
703588|le\@Q|91|
689011|;Mv1^|22|
696114|SPr3J|37|
984408|=c%[2|09|
689124|!"png|28|
749788|UWW,&|03|
202453|d{*9N|54|
297115|4%eQ%|28|
095214|7{z9 |54|
350717|$VmY0|56|
129289|62X7/|14|
198888|]zS-"|78|
026089|'u)Xs|94|
982889|/rP3e|11|
279144|u")G4|28|
654662|CFe=C|58|
583630|_++"<|75|
852064|1o$@}|60|
625552|d0v[2|30|
667929|F }i`|46|
050524|?;m `|78|
296130|8c3IT|49|
901023|T'sT7|24|
402702|I*7+D|26|
208307|&7SFl|90|
186590|hW}"V|16|
243913|Gcj7j|64|
859053|>$}#H|38|
242307|l=Z.T|97|
964322|\RQFE|86|
284970|7{I^{|71|
